Post title,Post link,Created date,Impressions,Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Engagement rate
"How to remove water pollution using water shaping technologies
#sketchup #waterpollution #depollution #watershaping
https://lnkd.in/gGMcepF7",https://www.linkedin.com/feed/update/urn:li:activity:6958185102187118592,07/27/2022,39,,1,0.02564102598,4,0,1,0.1282051355
"Depolluting water via water shaping
SketchUp design to direct water shaping equipment to remove pollution from water.
#sketchup #depollution #waterpollution #watershaping
https://lnkd.in/drgYYz-e",https://www.linkedin.com/feed/update/urn:li:activity:6957813612048470016,07/26/2022,60,,4,0.06666667014,6,0,2,0.1833333373
"Comparing Vesselless Cargo in water and on tracking app
#vesselless #cargo #water #trackingsystem #sketchup 
https://lnkd.in/g-UEefst",https://www.linkedin.com/feed/update/urn:li:activity:6957461900162985984,07/25/2022,84,,6,0.07142857462,5,0,0,0.1190476194
"Blender design of Vesselless Cargo in motion
#blender #blender3d #vesselless #cargo 
https://lnkd.in/giFWMKMh",https://www.linkedin.com/feed/update/urn:li:activity:6957083243036766208,07/24/2022,99,,10,0.1010100991,4,0,1,0.1414141357
"Wave Energy Converters (WECs) powering Vesselless Cargo. 
Three types of WECs: attenuators, point absorbers and Oscillating Water Columns (OWCs).
The water shaping tech draws power from the WECs in this design made using SketchUp.
Vesselless Cargo moves cargo in water without ships and boats, instead using water shaping tech.
#vesselless #cargo #wavepower #waveenergy #renewableenergy",https://www.linkedin.com/feed/update/urn:li:activity:6956342150250868736,07/22/2022,177,48,6,0.03389830515,6,0,0,0.05649717525
"Water jets & propellers being used for Vesselless Cargo
#waterjet #propeller #watershaping #vesselless #cargo 
https://lnkd.in/gU2MdNqS",https://www.linkedin.com/feed/update/urn:li:activity:6955981748094603264,07/21/2022,79,,5,0.0632911399,5,0,0,0.1139240488
"Liquid coil & magnet made using SketchUp
#coilandmagnet #liquidcoil #sketchup 
https://lnkd.in/gzJ_6TUj",https://www.linkedin.com/feed/update/urn:li:activity:6955628523357171712,07/20/2022,57,,3,0.05263157934,5,0,0,0.1228070185
"SketchUp design of water shaping tech removing water pollution
#sketchup #watershaping #waterpollution #depollution 
https://lnkd.in/dxPwSxKH",https://www.linkedin.com/feed/update/urn:li:activity:6955236062944210944,07/19/2022,96,,6,0.0625,6,0,1,0.125
"SketchUp design of propellers for water shaping
#propeller #watershaping #sketchup 
https://lnkd.in/gnU7TQ3P",https://www.linkedin.com/feed/update/urn:li:activity:6954890017802518528,07/18/2022,75,,6,0.07999999821,5,0,1,0.1466666609
"SketchUp design of water shaping tech for depolluting water
#sketchup #depollution #watershaping
https://lnkd.in/gUYWWz3n",https://www.linkedin.com/feed/update/urn:li:activity:6954531004267073536,07/17/2022,81,,7,0.08641975373,5,0,0,0.1358024627
"Vesselless Cargo
#vesselless #cargo",https://www.linkedin.com/feed/update/urn:li:activity:6954003506622054402,07/16/2022,96,,6,0.0625,7,0,0,0.125
"SketchUp design of port2port Vesselless Cargo
#sketchup #port2port #porttoport #vesselless #cargo 
https://lnkd.in/gwDR9nnh",https://www.linkedin.com/feed/update/urn:li:activity:6953475538086764544,07/14/2022,54,,4,0.07407407463,5,0,0,0.1481481493
"Intersection for Vesselless Cargo designed in SketchUp
#sketchup #intersection #vesselless #cargo 
https://lnkd.in/g7UMhbJq",https://www.linkedin.com/feed/update/urn:li:activity:6953113058965696513,07/13/2022,68,,6,0.08823529631,5,0,1,0.1617647111
"Whirlpool coil & magnet designed with FreeCAD
#whirlpool #coilandmagnet #FreeCAD
https://lnkd.in/gNm_EMWB",https://www.linkedin.com/feed/update/urn:li:activity:6952789106603044864,07/13/2022,52,,3,0.05769230798,4,0,0,0.115384616
"River to shore Vesselless Cargo
#vesselless #cargo #sketchup 
https://lnkd.in/ghR2aemj",https://www.linkedin.com/feed/update/urn:li:activity:6952436510101057536,07/12/2022,63,,5,0.07936508209,7,0,2,0.206349209
"Satellite tracking of Vesselless Cargo
#sketchup #vesselless #cargo #satellite 
https://lnkd.in/djjAP4Jh",https://www.linkedin.com/feed/update/urn:li:activity:6952008469159759872,07/10/2022,77,,11,0.1428571492,5,0,0,0.19480519
"Using Vesselless Cargo to bypass supply chain bottlenecks
#vesselless #cargo #supplychain #bottlenecks #sketchup 
https://lnkd.in/d-CGnU4A",https://www.linkedin.com/feed/update/urn:li:activity:6950926206884007936,07/07/2022,100,,11,0.1099999994,5,0,4,0.1899999976
"Vesselless Cargo between ports
#vesselless #cargo #betweenports #porttoport #sketchup 
https://lnkd.in/dCPyESKi",https://www.linkedin.com/feed/update/urn:li:activity:6950552959877271552,07/06/2022,156,,17,0.1089743599,6,0,2,0.1538461596
"Vesselless Cargo technologies
#vesselless #cargo #tech",https://www.linkedin.com/feed/update/urn:li:activity:6950326595676958720,07/06/2022,114,,7,0.06140350923,6,0,1,0.1140350848
"Portless communities being served by Vesselless Cargo
#vesselless #cargo #sketchup #portless
https://lnkd.in/dDmT6VkH",https://www.linkedin.com/feed/update/urn:li:activity:6950178888526241792,07/05/2022,129,,10,0.07751937956,6,0,2,0.131782949
"Port to port Vesselless Cargo designed in SketchUp
#port2port #porttoport #vesselless #cargo #sketchup 
https://lnkd.in/dcQ2psPe",https://www.linkedin.com/feed/update/urn:li:activity:6949891022759804928,07/05/2022,113,,10,0.08849557489,4,0,3,0.1415929198
"Blender design comparing Vesselless Cargo to Shipped Cargo
#blender3d #blender #vesselless #cargo 
https://lnkd.in/d-kX_WmU",https://www.linkedin.com/feed/update/urn:li:activity:6949541932075225088,07/04/2022,144,,8,0.05555555597,5,0,2,0.09722222388
"Wave Powered Cargo

Wave Energy Converters (WECs) power water shaping equipment in this SketchUp design for Vesselless Cargo. The water shaping equipment directs the water, the cargo is in the water and goes with the flow. 
#wavepower #waveenergy #renewableenergy #cargo #vesselless #sketchup 
https://lnkd.in/dQeQDUeP",https://www.linkedin.com/feed/update/urn:li:activity:6948765330936598528,07/01/2022,119,,7,0.05882352963,6,0,3,0.1260504276
"Vesselless Cargo moving through canal
#sketchup #vesselless #cargo #canal 
https://lnkd.in/d275SuRA",https://www.linkedin.com/feed/update/urn:li:activity:6948384693843025920,06/30/2022,72,,4,0.05555555597,5,0,2,0.1388888955
"Vesselless Cargo moving under bridge
#vesselless #cargo #sketchup #sydneyharbour 
https://lnkd.in/diniaS25",https://www.linkedin.com/feed/update/urn:li:activity:6948068981274464256,06/30/2022,134,,6,0.04477611929,4,0,2,0.08208955079
"SketchUp design of port for Vesselless Cargo
#sketchup #vesselless #cargo #harbour #harbor 
https://lnkd.in/dZ7UiAsV",https://www.linkedin.com/feed/update/urn:li:activity:6947707029540999168,06/29/2022,107,,3,0.02803738229,4,0,2,0.07476635277
"Vesselless Cargo design in SketchUp, showing movement of cargo without ships to save materials and energy
#vesselless #cargo #sketchup",https://www.linkedin.com/feed/update/urn:li:activity:6947363727486636032,06/28/2022,154,,6,0.03896103799,7,1,4,0.1103896126
"Wave Energy Converters (WECs) adapted for bathtub, fishtank, pool, spa and washing machine. Designed using SketchUp.
#wavepower #waveenergy #sketchup 
https://lnkd.in/djbSWyYS",https://www.linkedin.com/feed/update/urn:li:activity:6946989004093296641,06/27/2022,90,,2,0.02222222276,6,1,3,0.1222222224
"You can help your organisation save money and the environment through the use of Wave Energy Converters (WECs) in the building. Moving water inside buildings can be converted to electricity.
#renewableenergy #renewablenergy #waveenergy #wavepower",https://www.linkedin.com/feed/update/urn:li:activity:6946977271354138624,06/27/2022,124,,13,0.1048387066,5,0,3,0.1532258093
"SketchUp Wave Energy Converter (WEC) designs
#sketchup #waveenergy #wavepower
https://lnkd.in/dqjCyE5E",https://www.linkedin.com/feed/update/urn:li:activity:6945893497354756096,06/24/2022,103,,7,0.06796116382,5,0,1,0.1165048555
"Vesselless Cargo vs Shipped Cargo
#cargo #vesselless #shipping",https://www.linkedin.com/feed/update/urn:li:activity:6945272540256681984,06/22/2022,220,,18,0.0818181783,6,2,3,0.1227272749
"Home made energy using water movement in the home
#renewableenergy #renewablenergy #wavepower #waveenergy #homemade",https://www.linkedin.com/feed/update/urn:li:activity:6945132484971876352,06/21/2022,117,,3,0.02564102598,4,0,2,0.06837607175
"Its now easier than ever for EVERY home to transition to renewable energy.
#renewableenergy #renewablenergy #wavepower #waveenergy",https://www.linkedin.com/feed/update/urn:li:activity:6944882092346347520,06/21/2022,191,,10,0.05235601962,9,2,1,0.1047120392
"Oscillating Water Column designed in SketchUp
#wavepower #waveenergy #sketchup 
https://lnkd.in/dun_gjK8",https://www.linkedin.com/feed/update/urn:li:activity:6944784991297900544,06/20/2022,79,,4,0.05063291267,3,0,0,0.07594936341
"Concept model of moving cargo without ships: Vesselless Cargo
#vesselless #vessel #cargo 
https://lnkd.in/dsxc8ctn",https://www.linkedin.com/feed/update/urn:li:activity:6943296280018182144,06/16/2022,89,,10,0.1123595536,3,0,3,0.1685393304
"Whirlpool coil and magnet in SketchUp
#whirlpool #coilandmagnet #sketchup 
https://lnkd.in/dgAUvdF6",https://www.linkedin.com/feed/update/urn:li:activity:6942929553509998592,06/15/2022,58,,3,0.0517241396,3,0,2,0.1206896529
"Locations in the home for wave energy
#waveenergy #wavepower #sketchup 
https://lnkd.in/dxnTRT9X",https://www.linkedin.com/feed/update/urn:li:activity:6942571592094748672,06/14/2022,61,,3,0.04918032885,3,0,1,0.09836065769
"3 water shaping devices designed in Creo
#creo #watershape
https://lnkd.in/gb3YZCdG",https://www.linkedin.com/feed/update/urn:li:activity:6940761234518552576,06/09/2022,66,,3,0.04545454681,3,0,1,0.09090909362
"Water Shaping pool network
#watershape #watershaping #swimmingpool 
https://lnkd.in/g8tb4EwG",https://www.linkedin.com/feed/update/urn:li:activity:6940424228085133312,06/08/2022,56,,9,0.1607142836,3,0,0,0.1964285672
"Vesselless Cargo design in Blender
#vesselless #cargo #blender 
https://lnkd.in/du5k4_P9",https://www.linkedin.com/feed/update/urn:li:activity:6940042292300771330,06/07/2022,58,,5,0.08620689809,4,0,1,0.1551724076
"Whirlpool coil & magnet
#whirlpool #coilandmagnet
https://lnkd.in/dtkGEGRW",https://www.linkedin.com/feed/update/urn:li:activity:6939669952148713472,06/06/2022,44,,1,0.0227272734,3,0,1,0.09090909362
"Holobath explainer
#holofan #bathtub 
https://lnkd.in/dSkipJBT",https://www.linkedin.com/feed/update/urn:li:activity:6939444294269161472,06/06/2022,40,,2,0.05000000075,5,0,1,0.174999997
"Water jets for Vesselless Cargo designed in SketchUp
#waterjet #cargo #sketchup #vesselless 
https://lnkd.in/djYJ_tCF",https://www.linkedin.com/feed/update/urn:li:activity:6938587515679318016,06/03/2022,51,,3,0.05882352963,3,0,1,0.1176470593
"Vesselless Cargo in SketchUp
#vesselless #vessel #cargo #sketchup 
https://lnkd.in/dN7FC_uT",https://www.linkedin.com/feed/update/urn:li:activity:6938220187280125952,06/02/2022,51,,3,0.05882352963,4,0,2,0.1568627506
"Water movement in holobath
#holofan #bathtub #watertemperature
https://lnkd.in/dQXECWnX",https://www.linkedin.com/feed/update/urn:li:activity:6937947420043415552,06/02/2022,62,,2,0.03225806355,4,0,1,0.09677419066
"Red hot holobath
Red holofans indicate the movement of hot water through the holofan bathtub.
#redhot #holofan #bathtub",https://www.linkedin.com/feed/update/urn:li:activity:6937861419648315392,06/01/2022,56,,1,0.01785714366,4,0,2,0.1071428582
"Holofans are warming up on the bottom of the holobath
#holofan #holobath #hologram #watertemperature #bathtub",https://www.linkedin.com/feed/update/urn:li:activity:6937139795022295041,05/30/2022,74,,4,0.05405405536,6,0,1,0.1351351291
"Cold blue holofans
#bathtub #holofan",https://www.linkedin.com/feed/update/urn:li:activity:6936930199091429376,05/30/2022,43,,0,0,4,0,0,0.06976744533
"Holobath hot water
Blue is cold water. Red is hot water.
Holofans arrayed as a bathtub.
#holofan #bathtub #hotwater",https://www.linkedin.com/feed/update/urn:li:activity:6936856777925754880,05/30/2022,50,,1,0.01999999955,5,0,2,0.1400000006
"Base of the holofan bathtub showing temperature change
#holofan #shortvideo #bathtub #water 
https://lnkd.in/dES9jXKS",https://www.linkedin.com/feed/update/urn:li:activity:6936824760337068032,05/29/2022,51,,3,0.05882352963,3,0,1,0.1176470593
"Blue cold & red hot holofans show the movement of water in a bathtub.
#holofan #hologram #bathtub #temperature",https://www.linkedin.com/feed/update/urn:li:activity:6936800822513012736,05/29/2022,53,,5,0.09433962405,3,0,2,0.1698113233
"Close-up of holobath
#bathtub #holofan #temperature 
https://lnkd.in/dx4iXxw5",https://www.linkedin.com/feed/update/urn:li:activity:6936772285244530688,05/29/2022,26,,2,0.07692307979,4,0,2,0.269230783
"Hot water moving through holofan bathtub
#hotwater #holofan #bathtub 
https://lnkd.in/dB6b4JBG",https://www.linkedin.com/feed/update/urn:li:activity:6936570151458742272,05/29/2022,28,,1,0.03571428731,4,0,1,0.1785714328
"Holofan bathtub showing hot water
#holofan #bathtub #hotwater",https://www.linkedin.com/feed/update/urn:li:activity:6936556773285728256,05/29/2022,30,,0,0,3,0,1,0.1000000015
"Holofan bathtub showing warm water
#holofan #bathtub #warmwater",https://www.linkedin.com/feed/update/urn:li:activity:6936555311742746624,05/29/2022,21,,0,0,4,0,1,0.190476194
"Holofan bathtub showing lukewarm water
#holofan #bathtub #lukewarm",https://www.linkedin.com/feed/update/urn:li:activity:6936552778899021824,05/29/2022,31,,0,0,4,0,1,0.1290322542
"Holofan bathtub showing cold water
#holofan #bathtub #coldwater",https://www.linkedin.com/feed/update/urn:li:activity:6936551091161415680,05/29/2022,54,,5,0.09259258956,5,0,1,0.1851851791
"Holofan bathtub base & side
#holofan #bathtub #temperature 
https://lnkd.in/d9cr_n6X",https://www.linkedin.com/feed/update/urn:li:activity:6936532804767731712,05/29/2022,32,,2,0.0625,4,0,2,0.21875
"Holofan temperature change
#holofan #temperaturechange
https://lnkd.in/dBpq2jnM",https://www.linkedin.com/feed/update/urn:li:activity:6936254152968679424,05/28/2022,63,,7,0.1111111119,5,0,2,0.206349209
"Holofan bathtub framework
Eleven holofans are positioned in a structure to create an integrated bath experience when content is displayed on the holofans.
#holofan #bathtub #hologram 
https://lnkd.in/dpkbBbJ6",https://www.linkedin.com/feed/update/urn:li:activity:6935331107718459392,05/25/2022,63,,3,0.04761904851,5,0,2,0.1428571492
"Wave tank with wave power attenuator
#wavetank #wavepower #waveenergy #attenuator
https://lnkd.in/dMXNASmC",https://www.linkedin.com/feed/update/urn:li:activity:6934601254127964160,05/23/2022,63,,2,0.03174603358,3,0,2,0.09523809701
"Deep surf pool with Wave Energy Converters (WECs)
#waveenergy #wavepower #surfpool #surflake
https://lnkd.in/gWPeNM-c",https://www.linkedin.com/feed/update/urn:li:activity:6933253131120103424,05/20/2022,69,,6,0.08695652336,4,0,2,0.1594202965
"Whirlpool designed in Blender
#whirlpool #blender #blender3d 
https://lnkd.in/d8qNsydZ",https://www.linkedin.com/feed/update/urn:li:activity:6932126968951758848,05/17/2022,68,,6,0.08823529631,4,0,2,0.1617647111
"Attenuator in surf wave pool
#artificialwave #surflake #surfpool #waveenergy #wavepower #attenuator
https://lnkd.in/gmiSuNkv",https://www.linkedin.com/feed/update/urn:li:activity:6931797878935883776,05/16/2022,75,,2,0.02666666731,3,0,2,0.07999999821
"Vesselless cargo design in Blender
#vesselless #cargo #blender #blender3d 
https://lnkd.in/gfqmhB_n",https://www.linkedin.com/feed/update/urn:li:activity:6930716839232622593,05/13/2022,59,,5,0.08474576473,3,0,2,0.1525423676
"Transforming Wave Energy Converters
Oscillating Water Column (OWC) transformed into Overtopping Wave Energy Device in SketchUp
#overtopping #oscillating #waveenergy #wavepower #transformation 
https://lnkd.in/gX8E45U5",https://www.linkedin.com/feed/update/urn:li:activity:6930403369501036544,05/12/2022,72,,6,0.08333333582,3,0,1,0.125
"Using water shaping equipment to move objects in water
#watershaping #vesselless #watermovement
https://lnkd.in/g-ra6-CK",https://www.linkedin.com/feed/update/urn:li:activity:6928434397918498816,05/06/2022,62,,7,0.1129032224,4,0,2,0.1935483813
"Wave Energy Converters (WECs) outside the home.
This design in Creo shows WECs in pool, fountain and roof gutters.
#waveenergy #roofgutters
https://lnkd.in/gJ9fCzA3",https://www.linkedin.com/feed/update/urn:li:activity:6927372279219707904,05/03/2022,56,,3,0.0535714291,4,0,1,0.125
"Wave energy rig designed in SketchUp
#wavepower #waveenergy #rig #sketchup 
https://lnkd.in/gnAqHeM5",https://www.linkedin.com/feed/update/urn:li:activity:6927100448973758464,05/03/2022,66,,7,0.1060606092,4,0,2,0.1818181872
"Mix'n'match tech development

Enabling sharing of technology development work with Technology Readiness Blocks.
#development #blockchain #nft #technology 
https://lnkd.in/gAc6zRcv",https://www.linkedin.com/feed/update/urn:li:activity:6925330156932804608,04/28/2022,36,,4,0.1111111119,4,0,2,0.25
"Wave Energy Converter Morphing

Oscillating Water Column (OWC) morphs into Overtopping Wave Energy Converter.
This design for Wave Energy Converter (WEC) morphing was made in FreeCAD.
#freecad #morphing #waveenergy #wavepower
https://lnkd.in/gXVNq_bZ",https://www.linkedin.com/feed/update/urn:li:activity:6924837055130738688,04/26/2022,63,,1,0.01587301679,5,0,1,0.09523809701
"Wave Energy Converters in Kitchen, Laundry & Bathroom

Waves can be converted into electricity in the home. This video shows Wave Energy Converters (WECs) in the kitchen, laundry & bathroom. The design was made in Creo.
#renewableenergy #wavepower #waveenergy #diy #kitchen #laundry #bathroom #energy #electricity #design #video 
https://lnkd.in/gmPcXCsW",https://www.linkedin.com/feed/update/urn:li:activity:6924457267429875712,04/25/2022,32,,1,0.03125,3,0,1,0.125
"Design for surfing holowaves
#surfboard #hologram #holofan
https://lnkd.in/gWHvUzwt",https://www.linkedin.com/feed/update/urn:li:activity:6923781585209102336,04/23/2022,37,,5,0.1351351291,4,0,0,0.2162162215
"Blockchain opens up Research & Development (R&D)
#blockchain #research #development #technologies",https://www.linkedin.com/feed/update/urn:li:activity:6923448280123133952,04/23/2022,37,,3,0.08108107746,3,0,2,0.1891891956
"Whirlpool made in Blender
#whirlpool #Blender
https://lnkd.in/gmsbH9hG",https://www.linkedin.com/feed/update/urn:li:activity:6923100891105435648,04/22/2022,36,,3,0.08333333582,4,0,0,0.1666666716
"Kitchen Wave Energy Converters (WECs) designed with Creo.
#creo #kitchen #waveenergy #wavepower
https://lnkd.in/gdmADUHC",https://www.linkedin.com/feed/update/urn:li:activity:6922406699655995392,04/20/2022,42,,1,0.02380952425,3,0,2,0.1190476194
"Oscillating Water Column (OWC) with nozzle designed in CATIA. This wave energy device is adapted with the fitting.
#wavepower #waveenergy #oscillating #catia 
https://lnkd.in/gxX6Tryb",https://www.linkedin.com/feed/update/urn:li:activity:6922053940964450304,04/19/2022,34,,2,0.05882352963,3,0,0,0.1176470593
"The future of R&D

Research & Development (R&D) can benefit from blockchain. Technology Readiness Blocks are NFTs. They enable development work in one pipeline to be repurposed in another technology development pipeline.
#researchanddevelopment #tech #nftcommunity #nftnews #nft #blockchain #trl 
https://lnkd.in/gmq9Pu4t",https://www.linkedin.com/feed/update/urn:li:activity:6921618032838529025,04/18/2022,42,,4,0.09523809701,4,0,2,0.2142857164
"Waver for washing
Instead of baths and showers you can wash with waves.
#waves #washing #bath #waver
https://lnkd.in/g7RzbBYV",https://www.linkedin.com/feed/update/urn:li:activity:6921304914107281408,04/17/2022,41,,4,0.09756097198,4,0,0,0.1707317084
"Technology development by NFT blocks
#nftcommunity #nftnews #nft #nftproject #blockchain #technology 
https://lnkd.in/gXg2DyUN",https://www.linkedin.com/feed/update/urn:li:activity:6920952001623203840,04/16/2022,39,,4,0.1025641039,5,0,2,0.2564102709
"Inside the Technology Readiness Blocks

NFTs for the tech development process.
#nftcommunity #nftnews #blockchain #tech 
https://lnkd.in/ghnYYtB8",https://www.linkedin.com/feed/update/urn:li:activity:6920527166480818176,04/15/2022,26,,3,0.115384616,4,0,2,0.269230783
"Point Absorber for Dishwasher

Collecting wave energy in a dishwasher with a point absorber device.
#waveenergy #wavepower #dishwasher #renewableenergy 
https://lnkd.in/gi6Rr65A",https://www.linkedin.com/feed/update/urn:li:activity:6920466339367202816,04/14/2022,36,,3,0.08333333582,3,0,0,0.1388888955
"Wave Energy Converters (WECs) in pipes.
Capturing wave power in the built environment.
Video shows multiple WECs in pipes.
#waveenergy #wavepower #pipes #renewableenergy 
https://lnkd.in/g247vA9Y",https://www.linkedin.com/feed/update/urn:li:activity:6920168561369890816,04/14/2022,48,,6,0.125,4,0,1,0.2083333284
"Wave Energy Converters (WECs) for the laundry.
WECs in laundry tub and washing machine.
#wavepower #waveenergy #laundry 
https://lnkd.in/gGYqGJKM",https://www.linkedin.com/feed/update/urn:li:activity:6919756923496009728,04/12/2022,45,,4,0.08888889104,4,0,0,0.1555555612
"Blockchain is disrupting Research & Development.
#blockchain #nftcommunity #nftnews #nftproject #nfts #nft #technology #technologicalinnovation",https://www.linkedin.com/feed/update/urn:li:activity:6919525258068705280,04/12/2022,43,,0,0,6,0,1,0.1395348907
"Sequencing the Technology Readiness Blocks: aligning the productive NFTs for tech development
#nftcommunity #nftnews #nft #blockchain #tech 
https://lnkd.in/gtN2Fcz7",https://www.linkedin.com/feed/update/urn:li:activity:6919473740741308416,04/12/2022,31,,6,0.1935483813,4,0,2,0.3548386991
"Wave Energy Converters (WECs) in the kitchen.
WECs positioned in kitchen sink, drainage and dishwasher.
This design for renewable energy generated in the home was made in SketchUp.
#WEC #waveenergy #wavepower #renewableenergy #sketchup #sketchup3d #kitchen #dishwasher #sink 
https://lnkd.in/gXvnMqVf",https://www.linkedin.com/feed/update/urn:li:activity:6919027935991521280,04/10/2022,39,,3,0.07692307979,4,0,2,0.2051282078
"Claim your share of tech development with these NFTs: Technology Readiness Blocks
#nftcommunity #nftnews #nft #nftproject #blockchain #tech 
https://lnkd.in/gdRnGPkY",https://www.linkedin.com/feed/update/urn:li:activity:6918855709992390656,04/10/2022,37,,5,0.1351351291,4,0,1,0.2162162215
"NFTs improving Research & Development
#nftcommunity #nftnews #nft #nftproject #researchanddevelopment #blockchain #techinnovations",https://www.linkedin.com/feed/update/urn:li:activity:6918805327467470848,04/10/2022,43,,3,0.06976744533,4,0,1,0.1627907008
"Waver for washing, instead of baths and showers you can use waves
#waves #waver #shower 
https://lnkd.in/gcHPMFA2",https://www.linkedin.com/feed/update/urn:li:activity:6918745139091841024,04/10/2022,27,,2,0.07407407463,3,0,0,0.1481481493
"These NFTs were made for working.
These NFTs work on tech development.
#nftcommunity #nftnews #nft #technology #blockchain",https://www.linkedin.com/feed/update/urn:li:activity:6918498599920156672,04/09/2022,42,,6,0.1428571492,4,0,0,0.2142857164
"No more pretty NFTs,
these NFTs work,
these NFTs solve real challenges
#nftcommunity #nftnews #nft #renewableenergy #blockchain 
https://lnkd.in/gvdaAxnn",https://www.linkedin.com/feed/update/urn:li:activity:6918407428803883008,04/09/2022,46,,7,0.1521739066,5,0,2,0.2608695626
"Building blocks for the future

NFTs for tech development: Technology Readiness Blocks.
You can participate in the development of wave energy tech.
#nftcommunity #nftnews #nft #nftproject #blockchain #tech",https://www.linkedin.com/feed/update/urn:li:activity:6918364181435998208,04/09/2022,41,,0,0,5,0,2,0.1219512224
"Surf bath design in FreeCAD
#surfbath #surfpool #surflake #freecad
https://lnkd.in/grn2yudQ",https://www.linkedin.com/feed/update/urn:li:activity:6918317349175537664,04/08/2022,40,,5,0.125,4,0,0,0.200000003
"Roblox water waves
#roblox #water #waves 
https://lnkd.in/gdRKDQkc",https://www.linkedin.com/feed/update/urn:li:activity:6918056692442152960,04/08/2022,31,,2,0.06451612711,4,0,1,0.2258064449
"The blockchain wave energy simulator is now live.

You can test purchasing wave generated electricity using Ethereum.

The guide to using the simulator is:
https://lnkd.in/gffGBbmf
#crypto #ethereum #blockchain #renewableenergy #wavepower #waveenergy",https://www.linkedin.com/feed/update/urn:li:activity:6918009586595627008,04/08/2022,124,,15,0.1209677383,5,1,2,0.1854838729
"Participate in tech development with productive & ethical NFTs
#nftcommunity #nftnews #nft #environmentallyfriendly #renewableenergy #waveenergy",https://www.linkedin.com/feed/update/urn:li:activity:6917736115881857024,04/07/2022,246,,1,0.004065040499,4,0,2,0.02439024299
"Productive & Ethical NFTs for wave power tech 
#nftcommunity #nftnews #nft #waveenergy #renewableenergy",https://www.linkedin.com/feed/update/urn:li:activity:6917718110481387520,04/07/2022,72,,3,0.04166666791,6,0,2,0.125
"3D NFT tech blocks

Non-Fungible Tokens for technology development.
#nftnews #nft #blockchain #technology 
https://lnkd.in/gk99jnRB",https://www.linkedin.com/feed/update/urn:li:activity:6917657847984009216,04/07/2022,39,,4,0.1025641039,4,0,2,0.2307692319
"Functional NFTs for wave power technology

Technology Readiness Blocks enable more people to participate in technological development.
Hydrizon enables you to utilize these NFTs for wave energy technologies.
#wavepower #waveenergy #renewableenergy #blockchain #nftnews 
https://lnkd.in/gXzSG-WC",https://www.linkedin.com/feed/update/urn:li:activity:6917627197365108737,04/07/2022,44,,6,0.1363636404,4,0,1,0.227272734
"Wave Energy Converters with Style

You can capture wave energy in the home.
To encourage wider adoption of wave energy in the home this video shows styled Wave Energy Converters (WECs). 
Helping you select wave energy options that reflect a property's style.
#wavepower #waveenergy #renewableenergy #style 
https://lnkd.in/gcSjNWXJ",https://www.linkedin.com/feed/update/urn:li:activity:6917592467223588864,04/06/2022,37,,4,0.1081081107,4,0,1,0.2162162215
"Bathtub oscillating wave converter
#waveenergy #wavepower #renewableenergy #bathtub 
https://lnkd.in/g9VnQPtG",https://www.linkedin.com/feed/update/urn:li:activity:6917318667953205248,04/06/2022,41,,3,0.07317072898,4,0,0,0.1219512224
"Waves of water in Roblox
#roblox #water #waves 
https://lnkd.in/empeBwf3",https://www.linkedin.com/feed/update/urn:li:activity:6917230867081773056,04/05/2022,39,,6,0.1538461596,4,0,0,0.2307692319